Date	Départ	Arrivée	Commentaires	regularity	obs_person	obs_animal	obs_weather	obs_malicious	obs_construction	obs_strike	obs_technical
2014-11	ANGERS SAINT LAUD	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-11	BELLEGARDE (AIN)	PARIS LYON			0	0	0	0	0	0	0
2014-11	CHAMBERY CHALLES LES EAUX	PARIS LYON			0	0	0	0	0	0	0
2014-11	DIJON VILLE	PARIS LYON			0	0	0	0	0	0	0
2014-11	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2014-11	LYON PART DIEU	LILLE			0	0	0	0	0	0	0
2014-11	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2014-11	LYON PART DIEU	RENNES			0	0	0	0	0	0	0
2014-11	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2014-11	MARSEILLE ST CHARLES	LYON PART DIEU	La régularité des TGV de cette relation a été perturbée en novembre par 2 accidents de personne, 3 heurts d'animaux et par les intempéries en région PACA.		1	1	1	0	0	0	0
2014-11	MARSEILLE ST CHARLES	PARIS LYON			0	0	0	0	0	0	0
2014-11	NANCY	PARIS EST			0	0	0	0	0	0	0
2014-11	NANTES	STRASBOURG			0	0	0	0	0	0	0
2014-11	PARIS EST	NANCY			0	0	0	0	0	0	0
2014-11	PARIS LYON	CHAMBERY CHALLES LES EAUX			0	0	0	0	0	0	0
2014-11	PARIS LYON	DIJON VILLE			0	0	0	0	0	0	0
2014-11	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2014-11	PARIS MONTPARNASSE	ANGOULEME			0	0	0	0	0	0	0
2014-11	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2014-11	STRASBOURG	PARIS EST			0	0	0	0	0	0	0
2014-11	TOULON	PARIS LYON	La régularité des TGV de cette relation a été perturbée en novembre par 2 accidents de personne, 3 heurts d'animaux et par les intempéries en région PACA.		1	1	1	0	0	0	0
2014-11	TOURS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	BESANCON FRANCHE COMTE TGV	PARIS LYON			0	0	0	0	0	0	0
2014-12	DOUAI	PARIS NORD			0	0	0	0	0	0	0
2014-12	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2014-12	LA ROCHELLE VILLE	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	LE CREUSOT MONTCEAU MONTCHANIN	PARIS LYON			0	0	0	0	0	0	0
2014-12	LYON PART DIEU	LILLE	"Les principaux évènements survenus au mois de décembre sont :
Importantes chutes de neige dans le sud est le 27
Accident de personne à Lunel le 11
Heurts d'animaux : Vic Mireval le 04, Cesseins le 08, La palud le 12 et à Lacour le 30
Un dérangement des installations à Chevry le 03, 
Plusieurs colis suspects dont essentiellement à Marne la Vallée et Lyon le 27 
Des défauts d'alimentation à St Cézaire le 09 et Lyon Part Dieu le 11
Une aggression sur Grenoble le 16 occasionnant des droits de retrait sur plusieurs jours"		1	1	1	0	0	0	1
2014-12	MARSEILLE ST CHARLES	LYON PART DIEU	La régularité de cette relation a été perturbée en décembre par un heurt d'animal et 3 pannes de TGV sur la ligne à grande vitesse.		0	1	0	0	0	0	1
2014-12	MONTPELLIER	PARIS LYON	Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.		0	0	1	0	0	0	0
2014-12	PARIS EST	STRASBOURG			0	0	0	0	0	0	0
2014-12	PARIS LYON	ANNECY			0	0	0	0	0	0	0
2014-12	PARIS LYON	BELLEGARDE (AIN)			0	0	0	0	0	0	0
2014-12	PARIS LYON	BESANCON FRANCHE COMTE TGV			0	0	0	0	0	0	0
2014-12	PARIS LYON	NICE VILLE			0	0	0	0	0	0	0
2014-12	PARIS LYON	NIMES			0	0	0	0	0	0	0
2014-12	PARIS MONTPARNASSE	ANGERS SAINT LAUD			0	0	0	0	0	0	0
2014-12	PARIS MONTPARNASSE	ANGOULEME			0	0	0	0	0	0	0
2014-12	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2014-12	PARIS NORD	DUNKERQUE			0	0	0	0	0	0	0
2014-12	PARIS NORD	ARRAS			0	0	0	0	0	0	0
2014-12	PERPIGNAN	PARIS LYON	Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.		0	0	1	0	0	0	0
2014-12	POITIERS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	RENNES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	VANNES	PARIS MONTPARNASSE	"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."		1	1	0	0	0	0	1
2015-01	ANGOULEME	PARIS MONTPARNASSE	La ligne a été impactée par des incidents externes dont un accident de personne à VIVONNE le 04/01 (3 TGV retardés de 1h34 à 3h40) ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Grande Vitesse le 23/01 à DANGEAU (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23).		1	0	0	0	0	0	1
2015-01	ANNECY	PARIS LYON			0	0	0	0	0	0	0
2015-01	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2015-01	BESANCON FRANCHE COMTE TGV	PARIS LYON			0	0	0	0	0	0	0
2015-01	GRENOBLE	PARIS LYON			0	0	0	0	0	0	0
2015-01	LILLE	MARSEILLE ST CHARLES	"Les principaux évènements survenus au mois de janvier sont :
Chutes de neige dans le sud-est le 20 
Accident de personne : Cesseins le 01 et Vennissieux le 03
Heurts d'animaux  : Chevry le 05, Neufmoutiers le 06, Cluny le 18 et Moussy et Lapalud le 29
Plusieurs colis suspects : à Marseille le 08, Marne la Vallée le 08, Roissy les 08,10 et 11 et à Lyon les 09 et 15
Un défaut d'alimentation à Fresnoy le 06
Obstacle dans la voie à Macon le 13
Des travaux importants sur la LGV Nord entrainant des limitations de vitesse"		1	1	1	0	1	0	1
2015-01	LILLE	PARIS NORD			0	0	0	0	0	0	0
2015-01	LYON PART DIEU	MONTPELLIER			0	0	0	0	0	0	0
2015-01	LYON PART DIEU	RENNES			0	0	0	0	0	0	0
2015-06	PARIS LYON	TOULON	Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin		0	0	0	0	1	0	0
2015-06	PARIS MONTPARNASSE	ANGERS SAINT LAUD			0	0	0	0	0	0	0
2015-06	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2015-06	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2015-06	PARIS MONTPARNASSE	QUIMPER	Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)		0	0	1	0	0	0	1
2015-06	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2015-06	ST MALO	PARIS MONTPARNASSE	Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)		0	0	1	0	0	0	1
2015-06	VANNES	PARIS MONTPARNASSE	Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)		0	0	1	0	0	0	1
2015-07	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2015-07	BREST	PARIS MONTPARNASSE	Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00).		1	0	1	0	0	0	1
2015-07	DIJON VILLE	PARIS LYON			0	0	0	0	0	0	0
2015-07	DOUAI	PARIS NORD			0	0	0	0	0	0	0
2015-07	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2015-07	GRENOBLE	PARIS LYON	Un heurt d'animal sauvage et un envahissement des voies par des manifestants ont généré quelques retards importants en juillet		0	1	0	0	0	1	0
2015-07	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2015-07	MARSEILLE ST CHARLES	LYON PART DIEU	Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet		0	0	0	0	1	0	0
2015-07	MONTPELLIER	PARIS LYON	Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet		0	0	0	0	1	0	0
2015-07	MULHOUSE VILLE	PARIS LYON			0	0	0	0	0	0	0
2015-07	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-07	NANTES	STRASBOURG			0	0	0	0	0	0	0
2015-07	NICE VILLE	PARIS LYON	Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet		0	0	0	0	1	0	0
2015-07	PARIS EST	METZ			0	0	0	0	0	0	0
2015-07	PARIS MONTPARNASSE	LA ROCHELLE VILLE	Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30).		1	0	1	0	0	0	1
2015-07	PARIS MONTPARNASSE	LE MANS			0	0	0	0	0	0	0
2015-07	PARIS MONTPARNASSE	NANTES			0	0	0	0	0	0	0
2015-07	PARIS MONTPARNASSE	RENNES			0	0	0	0	0	0	0
2015-07	ST PIERRE DES CORPS	PARIS MONTPARNASSE	Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30).		1	0	1	0	0	0	1
2015-07	TOULON	PARIS LYON	Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet		0	0	0	0	1	0	0
2015-07	TOURS	PARIS MONTPARNASSE	Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30).		1	0	1	0	0	0	1
2015-07	VANNES	PARIS MONTPARNASSE	Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00).		1	0	1	0	0	0	1
2015-08	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2015-08	LILLE	PARIS NORD			0	0	0	0	0	0	0
2015-08	NANCY	PARIS EST			0	0	0	0	0	0	0
2015-08	PARIS EST	REIMS			0	0	0	0	0	0	0
2015-08	PARIS LYON	NIMES	En août 2015, la régularité des TGV Sud-Est a été impactée par les conditions climatiques (incendies aux abords des voies, orages)		1	0	1	0	0	0	0
2015-08	PARIS MONTPARNASSE	BORDEAUX ST JEAN	"Ce mois-ci, l'OD a été touché sur ligne garnde vitesse par un dérangement d'installations à Marcoussis le 4 (20 TGV ; 564mn), un colis susspect en gare de Paris Montparnasse le 20 (10 TGV ; 318mn), la défaillance d'une rame en sortie de gare à Paris Montparnasse le 26 (15 TGV ; 427mn), de multiples disjonctions provoquées par un oiseau en toiture de rame à Massy le 27 (14 TGV ; 325mn), un dérangement d'installation à Massy le 28 (38 TGV ; 674mn) et le 29 (11 TGV ; 331mn).
Sur ligne classique l'OD a été touchée par la foudre sur la caténaire à Coutras le 3 (9 TGV ; 732mn), un affaissement caténaire à Ruffec (28 TGV ;  1726mn) et un dérangement des installations radio entre Mouthiers et St Aigulin (27 TGV ; 310mn) le 4 et un accident de personne à Poitiers le 8 (29 TGV ; 2219mn)."		1	1	1	0	0	0	1
2015-08	PARIS MONTPARNASSE	LA ROCHELLE VILLE	"Ce mois-ci, l'OD a été touché sur ligne garnde vitesse par un dérangement d'installations à Marcoussis le 4 (20 TGV ; 564mn), un colis susspect en gare de Paris Montparnasse le 20 (10 TGV ; 318mn), la défaillance d'une rame en sortie de gare à Paris Montparnasse le 26 (15 TGV ; 427mn), de multiples disjonctions provoquées par un oiseau en toiture de rame à Massy le 27 (14 TGV ; 325mn), un dérangement d'installation à Massy le 28 (38 TGV ; 674mn) et le 29 (11 TGV ; 331mn).
Sur ligne classique l'OD a été touchée par la foudre sur la caténaire à Coutras le 3 (9 TGV ; 732mn), un affaissement caténaire à Ruffec (28 TGV ;  1726mn) et un dérangement des installations radio entre Mouthiers et St Aigulin (27 TGV ; 310mn) le 4, un accident de personne à Poitiers le 8 (29 TGV ; 2219mn) et un colis suspect en gare de La Rochelle le 9 (6 TGV ; 429mn)"		1	1	1	0	0	0	1
2015-08	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2015-08	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2015-08	PARIS NORD	LILLE			0	0	0	0	0	0	0
2015-08	STRASBOURG	PARIS EST			0	0	0	0	0	0	0
2015-09	AIX EN PROVENCE TGV	PARIS LYON			0	0	0	0	0	0	0
2015-09	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2015-09	BELLEGARDE (AIN)	PARIS LYON			0	0	0	0	0	0	0
2015-09	BREST	PARIS MONTPARNASSE	"Cette ligne a été touchée par les incidents suivants :
- 02/09 : panne d’un TER au Mans (7 trains touchés ; 436 minutes perdues)
- 03/09 : problème d’aiguillage à St Léger (LGV) (34 trains touchés ; 811 minutes perdues)
- 11/09 : heurt d’un sanglier vers St Arnoult (20 trains touchés ; 1231 minutes perdues)
- 24/09 : dérangement d’aiguillage à Laval (14 trains touchés ; 951 minutes perdues)
- 27/09 : accident de personne vers Vitré (14 trains touchés ; 1432 minutes perdues)"		1	1	0	0	0	0	1
2015-09	GRENOBLE	PARIS LYON	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-09	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-09	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2015-09	MARSEILLE ST CHARLES	LYON PART DIEU	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-09	MARSEILLE ST CHARLES	PARIS LYON	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-09	NANCY	PARIS EST			0	0	0	0	0	0	0
2015-09	PARIS EST	METZ			0	0	0	0	0	0	0
2015-09	PARIS LYON	ANNECY	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-09	PARIS LYON	TOULON	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	BORDEAUX ST JEAN			0	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	LA ROCHELLE VILLE			0	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	LE MANS			0	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	NANTES	"Cette ligne a été touchée par les incidents suivants :
- 02/09 : panne d’un TER au Mans (7 trains touchés ; 436 minutes perdues)
- 02/09 : heurt d’une personne à Angers (16 trains touchés ; 1203 minutes perdues)
- 03/09 : problème d’aiguillage à St Léger (LGV) (34 trains touchés ; 811 minutes perdues)
- 11/09 : heurt d’un sanglier vers St Arnoult (20 trains touchés ; 1231 minutes perdues)
- 29/09 : chute d’un arbre coupé au Cellier (18 trains touchés ; 1405 minutes perdues)
- 29/09 : présence de personnes dans les voies à Nantes (13 trains touchés ; 509 minutes perdues)"		1	1	1	0	0	0	1
2015-09	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	RENNES			0	0	0	0	0	0	0
2015-09	PARIS MONTPARNASSE	VANNES			0	0	0	0	0	0	0
2015-09	STRASBOURG	PARIS EST			0	0	0	0	0	0	0
2015-09	TOULON	PARIS LYON	Un accident de personne sur la LGV Sud-Est le 30 septembre a retardé de nombreux TGV et provoqué des retards importants		1	0	0	0	0	0	0
2015-10	BESANCON FRANCHE COMTE TGV	PARIS LYON			0	0	0	0	0	0	0
2015-10	BREST	PARIS MONTPARNASSE	Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes). Enfin, un accident de personne à Brest le 16/10 retarde 3 TGV pour 255 minutes.		1	0	0	0	0	0	1
2015-10	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-10	LYON PART DIEU	MARSEILLE ST CHARLES			0	0	0	0	0	0	0
2015-10	LYON PART DIEU	RENNES	Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des causes externes ont entraîné d’importants retards sur la Ligne à Grande vitesse entre Lyon & Paris : un colis suspect à bord d’un train en ligne le 1/10 (28 trains pour 559 minutes), le heurt d’un animal le 4/10 (38 trains pour 994 minutes) & un accident de personne vers Mâcon le 30/10 (17 trains pour 262 minutes). Enfin, des dérangements de signalisation ont ralenti les trains sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes), 19/10 (12 TGV pour 279 minutes) & 23/10 (43 trains pour 1018 minutes) ainsi qu’en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes).		1	1	0	0	0	0	1
2015-10	MONTPELLIER	PARIS LYON			0	0	0	0	0	0	0
2015-10	MULHOUSE VILLE	PARIS LYON			0	0	0	0	0	0	0
2015-10	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-10	PARIS LYON	CHAMBERY CHALLES LES EAUX			0	0	0	0	0	0	0
2015-10	PARIS LYON	MULHOUSE VILLE			0	0	0	0	0	0	0
2015-10	PARIS LYON	NIMES			0	0	0	0	0	0	0
2015-10	PARIS LYON	SAINT ETIENNE CHATEAUCREUX			0	0	0	0	0	0	0
2015-10	PARIS LYON	VALENCE ALIXAN TGV			0	0	0	0	0	0	0
2015-10	PARIS MONTPARNASSE	ANGERS SAINT LAUD	Cette ligne a été touchée par un incident majeur affectant l'alimentation électrique le 22/10 : 82 trains ont été touchés pour un retard cumulé de 4852 minutes. Par ailleurs, un dérangement de signalisation sur la Ligne à Grande Vitesse le 2/10 retarde 14 TGV pour 524 minutes; même cause le 19/10 pour 12 TGV (279 minutes de retard en cumul). La défaillance d'un TER entre Sablé & Le Mans le 2/10 retarde également 12 trains pour 566 minutes & celle d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde 10 trains pour 222 minutes.		0	0	0	0	0	0	1
2015-10	PARIS MONTPARNASSE	BORDEAUX ST JEAN			0	0	0	0	0	0	0
2015-10	PARIS MONTPARNASSE	BREST	Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes). Enfin, un accident de personne à Brest le 16/10 retarde 3 TGV pour 255 minutes.		1	0	0	0	0	0	1
2015-10	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2015-10	PARIS NORD	DOUAI			0	0	0	0	0	0	0
2015-10	PARIS NORD	LILLE			0	0	0	0	0	0	0
2015-10	RENNES	LYON PART DIEU	Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des causes externes ont entraîné d’importants retards sur la Ligne à Grande vitesse entre Lyon & Paris : un colis suspect à bord d’un train en ligne le 1/10 (28 trains pour 559 minutes), le heurt d’un animal le 4/10 (38 trains pour 994 minutes) & un accident de personne vers Mâcon le 30/10 (17 trains pour 262 minutes). Enfin, des dérangements de signalisation ont ralenti les trains sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes), 19/10 (12 TGV pour 279 minutes) & 23/10 (43 trains pour 1018 minutes) ainsi qu’en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes).		1	1	0	0	0	0	1
2015-10	ST PIERRE DES CORPS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
